storeName,storeAddress,avgRating,nrReviews,priceCategory,CousineType,all_ranks,all_ratings
Manfreds,"Jaegersborggade 40, Copenhagen 2200 Denmark",3.5,774,$$ - $$$,"['European', 'Scandinavian', 'Danish']","['#243 of 840 European in Copenhagen', '#345 of 1,971 Restaurants in Copenhagen']","[('Food', 4.0), ('Service', 4.0), ('Value', 3.5), ('Atmosphere', 4.0)]"
Café Royal,"Hammerichsgade 1, Copenhagen 1611 Denmark",4.5,71,$$ - $$$,"['International', 'European', 'Grill']","['#20 of 95 International in Copenhagen', '#347 of 1,971 Restaurants in Copenhagen']","[('Food', 4.5), ('Service', 4.5), ('Value', 4.5)]"
BOB Biomio Organic Bistro,"Halmtorvet 19 The BOSCH building, Copenhagen 1700 Denmark",3.5,693,$$ - $$$,"['European', 'Scandinavian', 'Danish']","['#244 of 840 European in Copenhagen', '#346 of 1,971 Restaurants in Copenhagen']","[('Food', 4.0), ('Service', 4.0), ('Value', 3.5), ('Atmosphere', 4.0)]"
Restaurant Trio,"Jernbanegade 11, Copenhagen 1608 Denmark",4.0,166,$$$$,"['French', 'Mediterranean', 'European']","['#27 of 96 French in Copenhagen', '#349 of 1,971 Restaurants in Copenhagen']","[('Food', 4.0), ('Service', 4.0), ('Value', 4.0)]"
Nytorv Restaurant and Cafe,"Nytorv 15, Copenhagen 1450 Denmark",3.5,491,$$ - $$$,"['European', 'Scandinavian', 'Danish']","['#246 of 840 European in Copenhagen', '#348 of 1,971 Restaurants in Copenhagen']","[('Food', 4.0), ('Service', 4.0), ('Value', 3.5), ('Atmosphere', 4.0)]"
Lazio,"Godthaabsvej 191, Copenhagen 2720 Denmark",4.5,123,$$ - $$$,"['Italian', 'Pizza']","['#43 of 238 Italian in Copenhagen', '#350 of 1,971 Restaurants in Copenhagen']","[('Food', 4.5), ('Service', 4.5), ('Value', 4.5), ('Atmosphere', 4.5)]"
Deligreco,"Gammel Kongevej 170, Frederiksberg, Copenhagen 1850 Denmark",4.0,190,$$ - $$$,"['Mediterranean', 'Greek', 'Vegetarian Friendly']","['#5 of 11 Mediterranean in Frederiksberg', '#21 of 194 Restaurants in Frederiksberg']","[('Food', 4.0), ('Service', 4.5), ('Value', 4.0), ('Atmosphere', 4.5)]"
Cafe Kitchenette,"H.C. Oersteds Vej 46, Frederiksberg, Copenhagen 1879 Denmark",4.0,162,$$ - $$$,"['Bar', 'Cafe', 'European']","['#2 of 8 Bar in Frederiksberg', '#22 of 194 Restaurants in Frederiksberg']","[('Food', 4.0), ('Service', 4.0), ('Value', 4.0), ('Atmosphere', 5.0)]"
Krøgers Familiehave,"Pile Alle 18, Frederiksberg, Copenhagen 2000 Denmark",4.0,184,$$ - $$$,"['European', 'Scandinavian', 'Danish']","['#18 of 71 European in Frederiksberg', '#23 of 194 Restaurants in Frederiksberg']","[('Food', 4.0), ('Service', 4.5), ('Value', 4.0), ('Atmosphere', 4.5)]"
Co-ma Bistro,"Axeltorv 8 DK, Copenhagen 1609 Denmark",4.0,121,$$ - $$$,"['Bar', 'Pizza', 'Healthy']","['#32 of 177 Bar in Copenhagen', '#351 of 1,971 Restaurants in Copenhagen']","[('Food', 4.5), ('Service', 4.5), ('Value', 4.5)]"
Vesterbros Originale Burgerrestaurant,"Istedgade 36, Copenhagen 1650 Denmark",4.0,215,$$ - $$$,"['American', 'Bar', 'Fast Food']","['#28 of 112 American in Copenhagen', '#353 of 1,971 Restaurants in Copenhagen']","[('Food', 4.0), ('Service', 4.0), ('Value', 4.0), ('Atmosphere', 3.5)]"
Ban Gaw,"Halmtorvet 44, Copenhagen 1700 Denmark",4.0,217,$$ - $$$,"['Asian', 'Thai', 'Vegetarian Friendly']","['#49 of 226 Asian in Copenhagen', '#354 of 1,971 Restaurants in Copenhagen']","[('Food', 4.0), ('Service', 4.0), ('Value', 3.5), ('Atmosphere', 3.5)]"
Wok On,"Gothersgade 15, Copenhagen 1123 Denmark",4.0,91,$,"['Fast Food', 'Asian', 'Vegetarian Friendly']","['#27 of 149 Fast Food in Copenhagen', '#355 of 1,971 Restaurants in Copenhagen']","[('Food', 4.5), ('Service', 4.5), ('Value', 4.5)]"
The Vietnamese,"Store Kongensgade 91, Copenhagen 1264 Denmark",4.5,95,$$ - $$$,"['Asian', 'Vietnamese', 'Vegetarian Friendly']","['#51 of 226 Asian in Copenhagen', '#356 of 1,971 Restaurants in Copenhagen']","[('Food', 4.5), ('Service', 4.5), ('Value', 4.5)]"
Halifax Vesterbrogade,"Vesterbrogade 72, Copenhagen 1620 Denmark",4.0,84,$$ - $$$,"['American', 'Fast Food', 'Diner']","['#29 of 112 American in Copenhagen', '#357 of 1,971 Restaurants in Copenhagen']","[('Food', 4.5), ('Service', 4.5), ('Value', 4.5)]"
Da Aldo Pizzeria,"Vendersgade 16, Copenhagen 1363 Denmark",4.5,40,$$$$,"['Italian', 'Pizza', 'Fast Food']","['#44 of 238 Italian in Copenhagen', '#358 of 1,971 Restaurants in Copenhagen']","[('Food', 4.5), ('Service', 4.5), ('Value', 5.0)]"
MASH Penthouse,"Arni Magnussons Gade 4/12 Tivoli Hotel, Copenhagen 1577 Denmark",3.5,381,$$$$,"['American', 'Steakhouse', 'European']","['#30 of 112 American in Copenhagen', '#359 of 1,971 Restaurants in Copenhagen']","[('Food', 4.0), ('Service', 3.5), ('Value', 3.5)]"
WOK CPH Vesterbro,"Vesterbrogade 103 Vesterbro, Copenhagen 1620 Denmark",4.5,122,$,"['Fast Food', 'Asian', 'Thai']","['#30 of 149 Fast Food in Copenhagen', '#360 of 1,971 Restaurants in Copenhagen']","[('Food', 4.0), ('Service', 4.0), ('Value', 4.0), ('Atmosphere', 3.5)]"
20 a,"Ravnsborggade 20a, Copenhagen 2200 Denmark",4.5,87,$$ - $$$,"['European', 'Wine Bar', 'Scandinavian']","['#250 of 840 European in Copenhagen', '#361 of 1,971 Restaurants in Copenhagen']","[('Food', 4.5), ('Service', 4.5), ('Value', 4.0)]"
Urban Indian,"H.C. Andersens Boulevard 13, Copenhagen 1553 Denmark",5.0,25,$$ - $$$,"['Indian', 'Asian', 'Vegetarian Friendly']","['#11 of 54 Indian in Copenhagen', '#352 of 1,971 Restaurants in Copenhagen']","[('Food', 5.0), ('Service', 5.0), ('Value', 5.0)]"
Nobu,"Halmtorvet 10, Copenhagen 1700 Denmark",4.0,164,$$ - $$$,"['Asian', 'Thai', 'Vegetarian Friendly']","['#53 of 226 Asian in Copenhagen', '#362 of 1,971 Restaurants in Copenhagen']","[('Food', 4.0), ('Service', 3.5), ('Value', 3.5), ('Atmosphere', 4.0)]"
Vespa,"Store Kongensgade 90, Copenhagen 1264 Denmark",4.0,182,$$ - $$$,"['Italian', 'Mediterranean', 'Diner']","['#45 of 238 Italian in Copenhagen', '#363 of 1,971 Restaurants in Copenhagen']","[('Food', 4.0), ('Service', 4.0), ('Value', 4.0), ('Atmosphere', 3.5)]"
McJoy's Choice,"Nyhavn 47, Copenhagen 1051 Denmark",3.5,338,$$ - $$$,"['Danish', 'Vegetarian Friendly']","['#205 of 636 Danish in Copenhagen', '#364 of 1,971 Restaurants in Copenhagen']","[('Food', 3.5), ('Service', 3.5), ('Value', 3.5), ('Atmosphere', 4.0)]"
Chicky Grill-Bar,"Halmtorvet 21, Copenhagen Denmark",4.0,80,$,"['Bar', 'European', 'Pub']","['#34 of 177 Bar in Copenhagen', '#365 of 1,971 Restaurants in Copenhagen']","[('Food', 4.5), ('Service', 4.0), ('Value', 4.5), ('Atmosphere', 3.5)]"
Hard Rock Cafe,"Raadhuspladsen 45/47 Copenhagen V., Copenhagen 1550 Denmark",3.5,"1,376",$$ - $$$,"['American', 'Bar', 'Vegetarian Friendly']","['#31 of 112 American in Copenhagen', '#366 of 1,971 Restaurants in Copenhagen']","[('Food', 4.0), ('Service', 4.0), ('Value', 3.5), ('Atmosphere', 3.5)]"
Satang Thai Bistro,"Aaboulevard 51, Frederiksberg, Copenhagen 1960 Denmark",5.0,29,$$ - $$$,"['Asian', 'Thai', 'Vegetarian Friendly']","['#1 of 15 Asian in Frederiksberg', '#24 of 194 Restaurants in Frederiksberg']","[('Food', 5.0), ('Service', 4.5), ('Value', 5.0)]"
Hachi Sushi,"Rosenvaengets Alle, Copenhagen 2100 Denmark",5.0,45,$$ - $$$,"['Japanese', 'Vegetarian Friendly', 'Vegan Options']","['#19 of 103 Japanese in Copenhagen', '#367 of 1,971 Restaurants in Copenhagen']","[('Food', 5.0), ('Service', 4.5), ('Value', 4.5)]"
Hope Organic,"Larsbjoernsstraede 7, Copenhagen 1454 Denmark",4.5,34,$$ - $$$,"['Cafe', 'European', 'Danish']","['#68 of 402 Cafe in Copenhagen', '#368 of 1,971 Restaurants in Copenhagen']","[('Food', 5.0), ('Service', 4.5), ('Value', 4.5)]"
Gorm's Nyhavn,"Nyhavn 14, Copenhagen 1051 Denmark",3.5,343,$$ - $$$,"['Italian', 'Pizza', 'European']","['#46 of 238 Italian in Copenhagen', '#369 of 1,971 Restaurants in Copenhagen']","[('Food', 4.0), ('Service', 3.5), ('Value', 3.5), ('Atmosphere', 4.0)]"
Thirion - Charcuterie & Vins,"Prinsessegade 50, Copenhagen 1422 Denmark",5.0,44,$$ - $$$,"['Belgian', 'European']","['#1 of 2 Belgian in Copenhagen', '#370 of 1,971 Restaurants in Copenhagen']","[('Food', 4.5), ('Service', 5.0), ('Value', 5.0), ('Atmosphere', 4.5)]"
Le Petit i Torvehallerne,"Frederiksborggade 21, Copenhagen 1360 Denmark",4.5,58,$$ - $$$,"['French', 'Bar', 'European']","['#28 of 96 French in Copenhagen', '#371 of 1,971 Restaurants in Copenhagen']","[('Food', 4.5), ('Service', 4.5), ('Value', 4.5)]"
Restaurant Dubrovnik,"Studiestraede 32, Copenhagen 1455 Denmark",4.0,106,$$ - $$$,"['Mediterranean', 'European', 'Croatian']","['#32 of 109 Mediterranean in Copenhagen', '#372 of 1,971 Restaurants in Copenhagen']","[('Food', 4.0), ('Service', 4.5), ('Value', 4.0), ('Atmosphere', 4.0)]"
Beyzade,"Gammel Kongevej 9, Copenhagen Denmark",4.5,59,$$ - $$$,"['Mediterranean', 'Turkish', 'Middle Eastern']","['#33 of 109 Mediterranean in Copenhagen', '#373 of 1,971 Restaurants in Copenhagen']","[('Food', 4.5), ('Service', 4.5), ('Value', 4.5)]"
Gemyse,"Vesterbrogade 3, Copenhagen 1630 Denmark",4.0,149,$$ - $$$,"['European', 'Scandinavian', 'Danish']","['#257 of 840 European in Copenhagen', '#374 of 1,971 Restaurants in Copenhagen']","[('Food', 3.5), ('Service', 3.5), ('Value', 3.5)]"
Cafe Gavlen,"Ryesgade 1, Copenhagen 2200 Denmark",4.5,72,$$ - $$$,"['Bar', 'Cafe', 'European']","['#37 of 177 Bar in Copenhagen', '#375 of 1,971 Restaurants in Copenhagen']","[('Food', 4.5), ('Service', 4.0), ('Value', 4.5), ('Atmosphere', 4.0)]"
Tapas Huset Casa Lola,"Jernbanegade 4, Copenhagen 1608 Denmark",3.5,438,$$ - $$$,"['Mediterranean', 'European', 'Spanish']","['#34 of 109 Mediterranean in Copenhagen', '#376 of 1,971 Restaurants in Copenhagen']","[('Food', 4.0), ('Service', 3.5), ('Value', 3.5)]"
Hidden Dimsum,"Nytorv 19, Copenhagen 1450 Denmark",4.0,118,$$ - $$$,"['Chinese', 'Asian', 'Vegetarian Friendly']","['#4 of 45 Chinese in Copenhagen', '#377 of 1,971 Restaurants in Copenhagen']","[('Food', 4.0), ('Service', 4.0), ('Value', 3.5)]"
Brooklyn Bar Koebenhavn,"Toldbodgade 3, Copenhagen 1253 Denmark",4.0,229,$$ - $$$,"['European', 'Scandinavian', 'Danish']","['#261 of 840 European in Copenhagen', '#378 of 1,971 Restaurants in Copenhagen']","[('Food', 4.0), ('Service', 4.0), ('Value', 4.0), ('Atmosphere', 4.0)]"
Cantina,"Borgergade 2, Copenhagen 1300 Denmark",3.5,278,$$ - $$$,"['Italian', 'Pizza', 'Mediterranean']","['#47 of 238 Italian in Copenhagen', '#379 of 1,971 Restaurants in Copenhagen']","[('Food', 4.0), ('Service', 4.0), ('Value', 3.5)]"
The Dubliner,"Amagertorv 5, Copenhagen 1160 Denmark",3.5,411,$$ - $$$,"['Irish', 'Bar', 'International']","['#1 of 4 Irish in Copenhagen', '#380 of 1,971 Restaurants in Copenhagen']","[('Food', 3.5), ('Service', 3.5), ('Value', 3.5), ('Atmosphere', 4.0)]"
Ewalds,"Allegade 24a, Frederiksberg, Copenhagen 2000 Denmark",4.5,48,$$ - $$$,"['French', 'Cafe']","['#4 of 13 French in Frederiksberg', '#25 of 194 Restaurants in Frederiksberg']","[('Food', 4.0), ('Service', 4.0), ('Value', 4.5)]"
Astor Deep Pan Pizza,"Vesterbrogade 7, Copenhagen 1620 Denmark",3.5,445,$,"['Italian', 'Pizza', 'Vegetarian Friendly']","['#48 of 238 Italian in Copenhagen', '#381 of 1,971 Restaurants in Copenhagen']","[('Food', 3.5), ('Service', 4.0), ('Value', 4.0), ('Atmosphere', 3.5)]"
Boltens Food Court,"Gothersgade 8, Copenhagen 1123 Denmark",4.5,41,$$ - $$$,"['Quick Bites', 'African', 'Fast Food']","['#2 of 9 African in Copenhagen', '#382 of 1,971 Restaurants in Copenhagen']","[('Food', 4.0), ('Service', 4.5), ('Value', 4.0)]"
The Globe Irish Pub,"Noerregade 42/45, Copenhagen 1165 Denmark",4.0,122,$$ - $$$,"['Irish', 'Bar', 'European']","['#2 of 4 Irish in Copenhagen', '#383 of 1,971 Restaurants in Copenhagen']","[('Food', 4.0), ('Service', 4.5), ('Value', 4.0), ('Atmosphere', 4.5)]"
Grillen Burgerbar Christianshavn,"Dronningensgade 42, Copenhagen 1420 Denmark",4.0,107,$$ - $$$,"['American', 'Bar', 'Fast Food']","['#32 of 112 American in Copenhagen', '#384 of 1,971 Restaurants in Copenhagen']","[('Food', 4.0), ('Service', 4.0), ('Value', 4.0)]"
Hanzo,"Vaernedamsvej 14, Copenhagen 2200 Denmark",4.0,131,$$ - $$$,"['Japanese', 'Asian']","['#20 of 103 Japanese in Copenhagen', '#385 of 1,971 Restaurants in Copenhagen']","[('Food', 4.5), ('Service', 4.0), ('Value', 4.0), ('Atmosphere', 4.0)]"
Falernum,"Vaernedamsvej 16, Copenhagen 1619 Denmark",4.0,130,$$ - $$$,"['European', 'Wine Bar']","['#267 of 840 European in Copenhagen', '#386 of 1,971 Restaurants in Copenhagen']","[('Food', 4.0), ('Service', 4.0), ('Value', 4.0), ('Atmosphere', 4.5)]"
Le Caprice,"Nansensgade 24, Copenhagen 1366 Denmark",4.5,50,$$ - $$$,"['French', 'European']","['#30 of 96 French in Copenhagen', '#387 of 1,971 Restaurants in Copenhagen']","[('Food', 5.0), ('Service', 4.5), ('Value', 4.5)]"
La La La,"Strandgade 98 1401 Kobenhavn K, Copenhagen 1401 Denmark",4.0,134,$$ - $$$,"['French', 'European']","['#31 of 96 French in Copenhagen', '#388 of 1,971 Restaurants in Copenhagen']","[('Food', 4.0), ('Service', 4.0), ('Value', 4.0)]"
Teaterkaelderen,"1610 Koebenhavn V Gammel Kongevej 29, Copenhagen 1610 Denmark",4.0,93,$$ - $$$,"['European', 'Danish', 'Vegetarian Friendly']","['#270 of 840 European in Copenhagen', '#389 of 1,971 Restaurants in Copenhagen']","[('Food', 4.0), ('Service', 4.5), ('Value', 4.0), ('Atmosphere', 4.5)]"
Thai Asia,"Cort Adelers Gade 2, Copenhagen 1053 Denmark",4.0,88,$,"['Asian', 'Thai', 'Vegetarian Friendly']","['#57 of 226 Asian in Copenhagen', '#390 of 1,971 Restaurants in Copenhagen']","[('Food', 4.5), ('Service', 4.0), ('Value', 4.5), ('Atmosphere', 3.0)]"
Voraz Bar & Cafe,"Kompagnistraede 16, Copenhagen 1208 Denmark",4.0,110,$$ - $$$,"['Bar', 'International', 'European']","['#42 of 177 Bar in Copenhagen', '#391 of 1,971 Restaurants in Copenhagen']","[('Food', 4.0), ('Service', 4.5), ('Value', 4.5)]"
Bonjour Vietnam,"Vesterbrogade 44, Copenhagen 1620 Denmark",4.0,413,$$ - $$$,"['Asian', 'Grill', 'Vietnamese']","['#58 of 226 Asian in Copenhagen', '#392 of 1,971 Restaurants in Copenhagen']","[('Food', 4.0), ('Service', 4.0), ('Value', 4.0), ('Atmosphere', 3.5)]"
Cafe G,"Grabrodre Torv, Kejsergade 2, Copenhagen Denmark",3.5,343,$$ - $$$,"['Cafe', 'European', 'Contemporary']","['#76 of 402 Cafe in Copenhagen', '#393 of 1,971 Restaurants in Copenhagen']","[('Food', 4.0), ('Service', 4.0), ('Value', 4.0), ('Atmosphere', 3.5)]"
Dag H,"Dag Hammarskjoelds Alle 38A, Copenhagen 2100 Denmark",4.0,273,$$ - $$$,"['Cafe', 'International', 'European']","['#77 of 402 Cafe in Copenhagen', '#394 of 1,971 Restaurants in Copenhagen']","[('Food', 4.0), ('Service', 4.0), ('Value', 3.5), ('Atmosphere', 4.0)]"
Blue Bike Cafe,"Soelvgade 36, Copenhagen 1307 Denmark",4.5,63,$,"['Cafe', 'European', 'Vegetarian Friendly']","['#78 of 402 Cafe in Copenhagen', '#395 of 1,971 Restaurants in Copenhagen']","[('Food', 4.5), ('Service', 4.5), ('Value', 4.0)]"
Pizza Time,"Gothersgade 7, Copenhagen 1264 Denmark",4.5,68,$,"['Italian', 'Pizza', 'Fast Food']","['#49 of 238 Italian in Copenhagen', '#396 of 1,971 Restaurants in Copenhagen']","[('Food', 4.5), ('Service', 4.5), ('Value', 4.5)]"
Urten,"Larsbjoernsstraede 18, St. Th., Copenhagen 1454 Denmark",4.5,76,$$ - $$$,"['European', 'Contemporary', 'Scandinavian']","['#277 of 840 European in Copenhagen', '#397 of 1,971 Restaurants in Copenhagen']","[('Food', 4.0), ('Service', 4.0), ('Value', 4.0)]"
Yaffa Restaurant & Bar,"Graabroedretorv 16, Copenhagen 1154 Denmark",4.5,40,$$ - $$$,"['Lebanese', 'International', 'Mediterranean']","['#3 of 12 Lebanese in Copenhagen', '#398 of 1,971 Restaurants in Copenhagen']","[('Food', 4.5), ('Service', 4.5), ('Value', 4.0)]"
Restaurant Taller,"Tordenskjold 11, Copenhagen Denmark",4.5,62,$$$$,"['Latin', 'Venezuelan', 'South American']","['#9 of 29 Latin in Copenhagen', '#399 of 1,971 Restaurants in Copenhagen']","[('Food', 4.5), ('Service', 5.0), ('Value', 4.5)]"
The Modern Cafe & Brasserie,"Sankt Annae Plads 19c C, Copenhagen 1250 Denmark",4.0,123,$$ - $$$,['Vegetarian Friendly'],"['#400 of 1,971 Restaurants in Copenhagen']","[('Food', 4.0), ('Service', 4.0), ('Value', 4.0)]"
Bar'Vin,"Skindergade 3, Copenhagen Denmark",4.5,96,$$ - $$$,"['European', 'Deli', 'Wine Bar']","['#280 of 840 European in Copenhagen', '#401 of 1,971 Restaurants in Copenhagen']","[('Food', 4.5), ('Service', 4.5), ('Value', 4.0), ('Atmosphere', 4.5)]"
The Old English Pub,"Vesterbrogade 2B, 1620, Copenhagen Denmark",4.0,186,$$ - $$$,"['Bar', 'British', 'Pub']","['#43 of 177 Bar in Copenhagen', '#402 of 1,971 Restaurants in Copenhagen']","[('Food', 3.5), ('Service', 4.0), ('Value', 3.5), ('Atmosphere', 4.0)]"
The Bird & The Churchkey,"Gammel Strand 44, Copenhagen 1202 Denmark",4.0,98,$$ - $$$,"['Bar', 'Pub']","['#44 of 177 Bar in Copenhagen', '#403 of 1,971 Restaurants in Copenhagen']","[('Food', 4.5), ('Service', 4.0), ('Value', 4.0)]"
Gronsagen,"Badsmandsstraede 43, Copenhagen 1407 Denmark",4.5,40,$,"['European', 'Vegetarian Friendly', 'Vegan Options']","['#282 of 840 European in Copenhagen', '#405 of 1,971 Restaurants in Copenhagen']","[('Food', 4.5), ('Service', 4.0), ('Value', 4.5)]"
Ravnsborg Vinbar,"Ravnsborggade 19, Copenhagen 2200 Denmark",4.0,78,$$ - $$$,"['European', 'Wine Bar', 'Scandinavian']","['#281 of 840 European in Copenhagen', '#404 of 1,971 Restaurants in Copenhagen']","[('Food', 4.5), ('Service', 4.5), ('Value', 4.0)]"
Boston Grill Mayfair,"Colbjoernsensgade 6/8 1652 Kobenhavn V, Copenhagen 1652 Denmark",4.0,89,$$ - $$$,"['American', 'Steakhouse', 'Bar']","['#35 of 112 American in Copenhagen', '#406 of 1,971 Restaurants in Copenhagen']","[('Food', 4.0), ('Service', 4.5), ('Value', 3.5)]"
Christianshavns Badudlejning & Cafe,"Overgaden Neden Vandet 29, Copenhagen Denmark",4.0,96,$$ - $$$,"['Bar', 'Cafe', 'European']","['#46 of 177 Bar in Copenhagen', '#407 of 1,971 Restaurants in Copenhagen']","[('Food', 4.0), ('Service', 4.0), ('Value', 4.0), ('Atmosphere', 4.0)]"
Ambassaden & Konsulatet,"Dag Hammarskjolds Alle 7, Copenhagen 2100 Denmark",5.0,48,$$ - $$$,"['French', 'Seafood', 'Danish']","['#32 of 96 French in Copenhagen', '#408 of 1,971 Restaurants in Copenhagen']","[('Food', 4.5), ('Service', 5.0), ('Value', 5.0)]"
Ingolfs Kaffebar,"Ingolfs Alle 3, Copenhagen 2300 Denmark",4.0,85,$$ - $$$,"['Cafe', 'European', 'Scandinavian']","['#80 of 402 Cafe in Copenhagen', '#409 of 1,971 Restaurants in Copenhagen']","[('Food', 4.0), ('Service', 4.0), ('Value', 4.0), ('Atmosphere', 4.5)]"
pizzeria Venezia Nyhavn 31,"Nyhavn 31, Copenhagen 1051 Denmark",3.5,352,$$ - $$$,"['Italian', 'Pizza', 'European']","['#51 of 238 Italian in Copenhagen', '#410 of 1,971 Restaurants in Copenhagen']","[('Food', 3.5), ('Service', 3.5), ('Value', 3.5), ('Atmosphere', 3.5)]"
Ristorante Ponte Vecchio,"Islands Brygge 33 2300 Kobenhavn S, Copenhagen Denmark",4.0,143,$$ - $$$,"['Italian', 'Mediterranean', 'European']","['#52 of 238 Italian in Copenhagen', '#411 of 1,971 Restaurants in Copenhagen']","[('Food', 4.0), ('Service', 4.0), ('Value', 4.0), ('Atmosphere', 4.0)]"
The South Indian Frederiksberg,"Godthaabsvej 12, Copenhagen 2000 Denmark",4.0,120,$$ - $$$,"['Indian', 'Healthy', 'Vegetarian Friendly']","['#12 of 54 Indian in Copenhagen', '#412 of 1,971 Restaurants in Copenhagen']","[('Food', 4.0), ('Service', 4.0), ('Value', 4.0), ('Atmosphere', 4.0)]"
Restaurant NOI,"Niels Brocks Gade 1, Copenhagen 1574 Denmark",4.0,68,$$$$,"['European', 'Scandinavian', 'Danish']","['#287 of 840 European in Copenhagen', '#413 of 1,971 Restaurants in Copenhagen']","[('Food', 4.5), ('Service', 4.5), ('Value', 4.0)]"
Domhusets Smorrebrod,"Kattesundet 18, Copenhagen 1458 Denmark",4.5,33,$,"['Scandinavian', 'Danish', 'Vegetarian Friendly']","['#170 of 331 Scandinavian in Copenhagen', '#414 of 1,971 Restaurants in Copenhagen']","[('Food', 5.0), ('Service', 5.0), ('Value', 5.0)]"
Grisen,"Fredensgade 5, Copenhagen 2200 Denmark",4.5,101,$,"['Fast Food', 'Diner', 'Scandinavian']","['#35 of 149 Fast Food in Copenhagen', '#415 of 1,971 Restaurants in Copenhagen']","[('Food', 4.5), ('Service', 4.0), ('Value', 4.5)]"
Cafe Europa 1989,"Amagertorv 1, Copenhagen 1160 Denmark",3.5,589,$$ - $$$,"['Cafe', 'European', 'Scandinavian']","['#416 of 1,971 Restaurants in Copenhagen']","[('Food', 4.0), ('Service', 3.5), ('Value', 3.0), ('Atmosphere', 4.0)]"
SUKAIBA Copenhagen,"Center Boulevard 5, Copenhagen 2300 Denmark",4.0,132,$$$$,"['Japanese', 'Sushi', 'Asian']","['#21 of 103 Japanese in Copenhagen', '#417 of 1,971 Restaurants in Copenhagen']","[('Food', 4.0), ('Service', 4.0), ('Value', 3.5)]"
Roberta,"Sortedam Dossering 3, Copenhagen 2200 Denmark",3.5,206,$$ - $$$,['Latin'],"['#10 of 29 Latin in Copenhagen', '#418 of 1,971 Restaurants in Copenhagen']","[('Food', 4.0), ('Service', 4.0), ('Value', 3.5)]"
Bjaelkehuset,"Valby Langgade 2 Søndermarken, Frederiksberg, Copenhagen 2500 Denmark",4.0,91,$$ - $$$,"['Scandinavian', 'Danish']","['#9 of 21 Scandinavian in Frederiksberg', '#26 of 194 Restaurants in Frederiksberg']","[('Food', 4.5), ('Service', 4.5), ('Value', 4.0)]"
Aristo,"Islands Brygge 4, Copenhagen 2300 Denmark",4.0,206,$$ - $$$,"['European', 'Vegetarian Friendly', 'Gluten Free Options']","['#291 of 840 European in Copenhagen', '#419 of 1,971 Restaurants in Copenhagen']","[('Food', 4.0), ('Service', 4.0), ('Value', 3.5), ('Atmosphere', 4.5)]"
Restaurant Mes,"Jarmers Plads 1, Copenhagen 1551 Denmark",4.0,152,$$ - $$$,"['European', 'Scandinavian', 'Danish']","['#292 of 840 European in Copenhagen', '#420 of 1,971 Restaurants in Copenhagen']","[('Food', 4.5), ('Service', 4.0), ('Value', 4.0)]"
